제품명(한글),수입일자,제조국,수출국
모과,2021-01-14,중국,중국
건고추,2021-01-14,중국,중국
유기농 히비스커스 (20kg),2021-01-14,라오스,라오스
옥수수,2021-01-14,러시아,러시아
커피원두,2021-01-14,브라질,브라질
신선 단호박,2021-01-14,뉴질랜드,뉴질랜드
커피원두,2021-01-14,브라질,브라질
커피원두,2021-01-14,브라질,브라질
커피원두,2021-01-14,브라질,브라질
호밀,2021-01-14,캐나다,캐나다
해바라기씨,2021-01-14,미국,미국
블루베리 (310G),2021-01-14,칠레,칠레
인디안 베이리프,2021-01-14,방글라데시,방글라데시
월계수 잎,2021-01-14,터키,터키
체리,2021-01-14,칠레,칠레
단호박,2021-01-14,뉴질랜드,뉴질랜드
체리,2021-01-14,칠레,칠레
포도,2021-01-14,페루,페루
포도,2021-01-14,페루,페루
"포도(열매,신선)",2021-01-14,페루,페루
포도,2021-01-14,페루,페루
포도,2021-01-14,페루,페루
체리,2021-01-14,칠레,칠레
양상추,2021-01-14,중국,중국
망고,2021-01-14,페루,페루
커피생두,2021-01-14,브라질,브라질
신선 브로콜리,2021-01-14,중국,중국
오렌지,2021-01-14,미국,미국
깐도라지,2021-01-14,중국,중국
깐도라지,2021-01-14,중국,중국
레몬,2021-01-14,미국,미국
커피원두 (69KG),2021-01-14,과테말라,과테말라
망고,2021-01-14,태국,태국
양송이버섯,2021-01-14,중국,중국
건양파,2021-01-14,중국,중국
포도,2021-01-14,페루,페루
포도,2021-01-14,페루,페루
포도,2021-01-14,페루,페루
포도,2021-01-14,페루,페루
신선당근,2021-01-14,중국,중국
신선밤,2021-01-14,중국,중국
신선양파,2021-01-14,중국,중국
블루베리,2021-01-14,칠레,칠레
블루베리 (125G),2021-01-14,칠레,칠레
앤다이브,2021-01-14,벨기에,벨기에
파스닙,2021-01-14,벨기에,벨기에
펜넬,2021-01-14,이탈리아,벨기에
옥수수,2021-01-14,미국,미국
옥수수,2021-01-14,미국,미국
옥수수,2021-01-14,미국,미국
"고추(열매,건조)",2021-01-14,중국,중국
망고,2021-01-14,태국,태국
망고,2021-01-14,태국,태국
망고,2021-01-14,태국,태국
초석잠,2021-01-14,중국,중국
체리,2021-01-14,칠레,칠레
망고,2021-01-14,베트남,베트남
냉동홍고추,2021-01-14,중국,중국
냉동홍고추,2021-01-14,중국,중국
블루베리 (125g),2021-01-14,칠레,칠레
신선우엉,2021-01-14,중국,중국
소맥,2021-01-14,호주,호주
신선깐마늘,2021-01-14,중국,중국
"양파/신선,냉장",2021-01-14,중국,중국
신선당근,2021-01-14,중국,중국
대두,2021-01-14,러시아,러시아
체리 (2.5KG),2021-01-14,칠레,칠레
체리,2021-01-14,칠레,칠레
건 목이버섯,2021-01-14,중국,중국
호두,2021-01-14,미국,미국
호두,2021-01-14,미국,미국
호두,2021-01-14,미국,미국
커피원두,2021-01-14,베트남,베트남
옥수수,2021-01-14,미국,미국
옥수수,2021-01-14,미국,미국
아몬드,2021-01-14,미국,미국
들깨,2021-01-14,중국,중국
들깨,2021-01-14,중국,중국
망고,2021-01-14,페루,페루
망고,2021-01-14,페루,페루
바실,2021-01-14,태국,태국
레몬,2021-01-14,미국,미국
망고,2021-01-14,호주,호주
아몬드,2021-01-14,미국,미국
커피 생두,2021-01-14,베트남,베트남
아몬드,2021-01-14,미국,미국
대두,2021-01-14,미국,미국
오렌지,2021-01-14,미국,미국
대두,2021-01-14,미국,미국
냉동홍고추,2021-01-14,중국,중국
사탕수수(10kg),2021-01-14,베트남,베트남
히카마,2021-01-14,베트남,베트남
냉동홍고추,2021-01-14,중국,중국
커피생두,2021-01-14,콜롬비아,콜롬비아
차이브,2021-01-14,이스라엘,이스라엘
망고,2021-01-14,페루,페루
곶감,2021-01-14,중국,중국
커피원두,2021-01-14,에티오피아,에티오피아
냉동홍고추,2021-01-14,중국,중국
유기농 삼붕냐와잎,2021-01-14,라오스,라오스
깐도라지,2021-01-14,중국,중국
커피원두,2021-01-14,브라질,브라질
아보카도,2021-01-14,멕시코,멕시코
신선생강,2021-01-14,중국,중국
오렌지,2021-01-14,미국,미국
신선 단호박,2021-01-14,뉴질랜드,뉴질랜드
신선우엉,2021-01-14,중국,중국
신선 단호박,2021-01-14,뉴질랜드,뉴질랜드
건노니,2021-01-14,베트남,베트남
단호박 (600kg),2021-01-14,뉴질랜드,뉴질랜드
라디치오,2021-01-14,미국,미국
타피오카 칩,2021-01-14,베트남,베트남
커피원두,2021-01-14,브라질,브라질
커피원두,2021-01-14,브라질,브라질
아보카도,2021-01-14,칠레,칠레
포도,2021-01-14,페루,페루
레몬그라스,2021-01-14,베트남,베트남
신선표고,2021-01-14,중국,중국
신선우엉,2021-01-14,중국,중국
냉동홍고추,2021-01-14,중국,중국
신선당근,2021-01-14,중국,중국
홍화자,2021-01-14,인도,인도
냉동홍고추,2021-01-14,중국,중국
냉동홍고추,2021-01-14,중국,중국
여주,2021-01-14,중국,중국
당귀/30KG,2021-01-14,중국,중국
냉동홍고추,2021-01-14,중국,중국
냉동홍고추,2021-01-14,중국,중국
냉동홍고추,2021-01-14,베트남,베트남
냉동마늘,2021-01-14,중국,중국
방울다다기 양배추,2021-01-14,벨기에,벨기에
망고,2021-01-14,페루,페루
앤다이브(프리셰),2021-01-14,스페인,벨기에
아스파라거스,2021-01-14,태국,태국
신선부추,2021-01-14,중국,중국
갈랑갈,2021-01-14,태국,태국
레몬그라스,2021-01-14,태국,태국
아스파라거스,2021-01-14,태국,태국
레몬그라스,2021-01-14,태국,태국
갈랑가,2021-01-14,태국,태국
방울다다기 양배추,2021-01-14,벨기에,벨기에
레몬그래스,2021-01-14,태국,태국
망고,2021-01-14,페루,페루
포도,2021-01-14,페루,페루
포도,2021-01-14,페루,페루
커피생두,2021-01-14,브라질,브라질
건목이버섯,2021-01-14,중국,중국
페르시안라임,2021-01-14,멕시코,멕시코
아보카도,2021-01-14,멕시코,멕시코
체리,2021-01-14,칠레,칠레
작두콩,2021-01-14,인도네시아,인도네시아
핑거루트,2021-01-14,태국,태국
콜롬비아  커피원두,2021-01-14,콜롬비아,콜롬비아
콜롬비아  커피원두,2021-01-14,콜롬비아,콜롬비아
브라질 너트,2021-01-14,페루,페루
오렌지,2021-01-14,미국,미국
커피원두,2021-01-14,브라질,브라질
망고,2021-01-14,베트남,베트남
바닐라빈,2021-01-14,마다가스카르,마다가스카르
"대두(씨앗,건조)콩나물콩",2021-01-14,미국,미국
애플망고,2021-01-14,페루,페루
포도,2021-01-14,페루,페루
콩나물,2021-01-14,중국,중국
신선 표고버섯,2021-01-14,중국,중국
대두,2021-01-14,미국,미국
유기농 호두,2021-01-14,미국,미국
냉동고추,2021-01-14,중국,중국
냉동고추,2021-01-14,중국,중국
냉동홍고추,2021-01-14,중국,중국
냉동홍고추,2021-01-14,중국,중국
냉동 시금치,2021-01-14,중국,중국
맥아,2021-01-14,영국,영국
냉동 대파,2021-01-14,중국,중국
냉동 브로컬리,2021-01-14,중국,중국
냉동 토란,2021-01-14,중국,중국
건파,2021-01-14,중국,중국
건마늘,2021-01-14,중국,중국
드라이 커리리브,2021-01-14,스리랑카,스리랑카
냉동당근,2021-01-14,중국,중국
건홍피망후레이크,2021-01-14,중국,중국
냉동부추,2021-01-14,중국,중국
레몬그라스,2021-01-14,인도네시아,인도네시아
건목이버섯,2021-01-14,중국,중국
대추야자,2021-01-14,튀니지,튀니지
냉동 양파,2021-01-14,중국,중국
커클랜드 시그니춰 스트로베리     (#692290),2021-01-14,미국,미국
그린빈,2021-01-14,벨기에,벨기에
냉동마늘,2021-01-14,중국,중국
호박씨,2021-01-14,중국,중국
냉동대파,2021-01-14,중국,중국
냉동딸기,2021-01-14,중국,중국
냉동대파,2021-01-14,중국,중국
냉동청양고추,2021-01-14,중국,중국
커피 생두,2021-01-14,콜롬비아,콜롬비아
냉동마늘,2021-01-14,중국,중국
건도라지,2021-01-14,중국,중국
냉동 무청시래기,2021-01-14,중국,중국
냉동알밤,2021-01-14,중국,중국
브라질 세라도 커피원두,2021-01-14,브라질,브라질
냉동블루베리,2021-01-14,미국,미국
디카페인 커피 생두,2021-01-14,브라질,멕시코
디카페인 커피 생두,2021-01-14,과테말라,멕시코
디카페인 커피 생두,2021-01-14,콜롬비아,멕시코
디카페인 커피 생두,2021-01-14,에티오피아,멕시코
냉동당근,2021-01-14,중국,중국
아몬드,2021-01-13,미국,미국
캐슈넛,2021-01-13,베트남,베트남
냉동 마늘,2021-01-13,중국,중국
냉동당근,2021-01-13,중국,중국
완두콩,2021-01-13,프랑스,프랑스
타히티 바닐라빈 50g,2021-01-13,인도네시아,인도네시아
플라니폴리아 바닐라빈 50g,2021-01-13,인도네시아,인도네시아
냉동블루베리,2021-01-13,미국,미국
냉동표고버섯,2021-01-13,중국,중국
냉동고추,2021-01-13,중국,중국
호두(11.34KG),2021-01-13,미국,미국
호두,2021-01-13,미국,미국
냉동알마늘,2021-01-13,중국,중국
아몬드,2021-01-13,미국,미국
호두,2021-01-13,미국,미국
아몬드,2021-01-13,미국,미국
냉동 호박(1KG),2021-01-13,베트남,베트남
호두,2021-01-13,미국,미국
냉동마늘,2021-01-13,중국,중국
바닐라빈,2021-01-13,마다가스카르,마다가스카르
동결건조파,2021-01-13,중국,중국
커피 생두,2021-01-13,과테말라,과테말라
냉동 양송이 슬라이스,2021-01-13,네덜란드,네덜란드
냉동 컬리플라워,2021-01-13,중국,중국
커피 생두,2021-01-13,브라질,브라질
냉동딸기,2021-01-13,중국,중국
냉동당근,2021-01-13,중국,중국
냉동마늘,2021-01-13,중국,중국
표고버섯,2021-01-13,베트남,베트남
표고버섯 16KG,2021-01-13,베트남,베트남
냉동홍고추,2021-01-13,중국,중국
목이버섯,2021-01-13,중국,중국
깐도라지,2021-01-13,중국,중국
도라지,2021-01-13,중국,중국
자몽,2021-01-13,미국,미국
망고,2021-01-13,페루,페루
망고,2021-01-13,태국,태국
포도(7.3KG),2021-01-13,페루,페루
망고,2021-01-13,페루,페루
망고,2021-01-13,페루,페루
포도,2021-01-13,페루,페루
망고,2021-01-13,페루,페루
석류,2021-01-13,미국,미국
강낭콩,2021-01-13,캐나다,캐나다
블루베리,2021-01-13,칠레,칠레
레몬,2021-01-13,미국,미국
브루셀스프라우트(방울다다기 양배추),2021-01-13,벨기에,벨기에
석류,2021-01-13,미국,미국
석류,2021-01-13,미국,미국
석류,2021-01-13,미국,미국
아보카도,2021-01-13,멕시코,멕시코
아스파라거스 (7KG),2021-01-13,태국,태국
커피원두,2021-01-13,에티오피아,에티오피아
커피생두,2021-01-13,브라질,브라질
커피생두,2021-01-13,인도네시아,인도네시아
건양파,2021-01-13,중국,중국
바나나,2021-01-13,필리핀,필리핀
바나나,2021-01-13,페루,페루
바나나,2021-01-13,필리핀,필리핀
바나나,2021-01-13,필리핀,필리핀
아스파라거스,2021-01-13,태국,태국
옥수수,2021-01-13,미국,미국
블루베리,2021-01-13,칠레,칠레
커피원두(인도네시아 로부스타 G3),2021-01-13,인도네시아,인도네시아
커피원두,2021-01-13,콜롬비아,콜롬비아
들깨,2021-01-13,중국,중국
냉동 홍고추,2021-01-13,중국,중국
샬롯,2021-01-13,태국,태국
바나나꽃,2021-01-13,태국,태국
망고,2021-01-13,태국,태국
포도,2021-01-13,페루,페루
강낭콩,2021-01-13,우크라이나,우크라이나
활북방산개구리,2021-01-13,중국,중국
바나나,2021-01-13,필리핀,필리핀
양배추,2021-01-13,중국,중국
들깨,2021-01-13,중국,중국
동부콩,2021-01-13,미얀마,미얀마
참깨,2021-01-13,중국,중국
냉동고추,2021-01-13,중국,중국
건토란줄기,2021-01-13,미얀마,미얀마
생알땅콩,2021-01-13,중국,중국
들깨,2021-01-13,중국,중국
건여주,2021-01-13,중국,중국
아몬드,2021-01-13,미국,미국
뮤니치몰트,2021-01-13,독일,독일
필스너 몰트,2021-01-13,독일,독일
냉동 부추,2021-01-13,중국,중국
냉동부추,2021-01-13,중국,중국
캐슈넛,2021-01-13,인도,인도
아몬드,2021-01-13,미국,미국
냉동대파,2021-01-13,중국,중국
냉동대파,2021-01-13,중국,중국
아몬드,2021-01-13,미국,미국
아몬드,2021-01-13,미국,미국
레몬,2021-01-13,미국,미국
신선 브로콜리,2021-01-13,중국,중국
깐도라지,2021-01-13,중국,중국
브로콜리,2021-01-13,중국,중국
신선대파,2021-01-13,중국,중국
망고,2021-01-13,태국,태국
망고,2021-01-13,태국,태국
블루베리,2021-01-13,칠레,칠레
아스파라거스 4KG,2021-01-13,페루,페루
망고,2021-01-13,페루,페루
망고,2021-01-13,페루,페루
송로버섯,2021-01-13,이탈리아,이탈리아
아스파라거스,2021-01-13,페루,페루
"바나나(13KG,2020.12.16)",2021-01-13,베트남,베트남
커피생두,2021-01-13,브라질,브라질
커피생두,2021-01-13,콜롬비아,콜롬비아
냉동부추,2021-01-13,중국,중국
냉동부추,2021-01-13,중국,중국
용과,2021-01-13,베트남,베트남
망고,2021-01-13,태국,태국
송로버섯,2021-01-13,이탈리아,이탈리아
네이비빈,2021-01-13,캐나다,캐나다
검정강낭콩,2021-01-13,캐나다,캐나다
아몬드,2021-01-13,미국,미국
강낭콩,2021-01-13,미국,미국
신선양배추,2021-01-13,중국,중국
바나나,2021-01-13,콜롬비아,콜롬비아
망고,2021-01-13,페루,페루
망고,2021-01-13,페루,페루
아몬드,2021-01-13,미국,미국
아몬드,2021-01-13,미국,미국
아몬드,2021-01-13,미국,미국
냉동홍고추,2021-01-13,중국,중국
냉동고추,2021-01-13,중국,중국
아몬드,2021-01-13,미국,미국
신선 고추냉이(와사비),2021-01-13,일본,일본
브로콜리,2021-01-13,중국,중국
지황,2021-01-13,중국,중국
포도,2021-01-13,칠레,칠레
용과,2021-01-13,베트남,베트남
신선대파,2021-01-13,중국,중국
커피원두,2021-01-13,베트남,베트남
깐호두,2021-01-13,미국,미국
콩나물,2021-01-13,중국,중국
숙주나물,2021-01-13,중국,중국
호두,2021-01-13,미국,미국
호두,2021-01-13,미국,미국
세이지,2021-01-13,이스라엘,이스라엘
오렌지,2021-01-13,미국,미국
커피생두,2021-01-13,콜롬비아,콜롬비아
망고,2021-01-13,페루,페루
자몽,2021-01-13,미국,미국
바나나,2021-01-13,콜롬비아,콜롬비아
샬롯,2021-01-13,태국,태국
건토란대,2021-01-13,미얀마,미얀마
갈랑갈,2021-01-13,태국,태국
레몬그라스,2021-01-13,태국,태국
베트남커피원두,2021-01-13,베트남,베트남
냉동홍고추,2021-01-13,중국,중국
오렌지,2021-01-13,미국,미국
냉동홍고추,2021-01-13,중국,중국
곶감,2021-01-13,중국,중국
양배추,2021-01-13,중국,중국
냉동홍고추,2021-01-13,중국,중국
건조대추야자,2021-01-13,이집트,이집트
옥수수,2021-01-13,미국,미국
호두,2021-01-13,미국,미국
레몬그라스,2021-01-13,베트남,베트남
판다누스잎,2021-01-13,베트남,베트남
야자열매,2021-01-13,베트남,베트남
신선당근,2021-01-13,중국,중국
곶감,2021-01-13,중국,중국
신선당근,2021-01-13,중국,중국
냉동 포테이토얌,2021-01-13,베트남,베트남
양배추,2021-01-13,중국,중국
커피원두,2021-01-13,브라질,브라질
캐슈,2021-01-13,인도,인도
바나나,2021-01-13,필리핀,필리핀
포도,2021-01-13,페루,페루
포도,2021-01-13,페루,페루
망고,2021-01-13,페루,페루
파인애플,2021-01-13,필리핀,필리핀
바나나,2021-01-13,인도네시아,인도네시아
포도,2021-01-13,페루,페루
포도,2021-01-13,페루,페루
포도,2021-01-13,페루,페루
포도,2021-01-13,페루,페루
포도,2021-01-13,페루,페루
커피생두,2021-01-13,콜롬비아,콜롬비아
커피생두,2021-01-13,콜롬비아,콜롬비아
오렌지,2021-01-13,미국,미국
커피생두,2021-01-13,콜롬비아,콜롬비아
커피원두,2021-01-13,브라질,브라질
커피 생두,2021-01-13,브라질,브라질
레몬,2021-01-13,미국,미국
포도(7.3KG),2021-01-13,페루,페루
신선양상추,2021-01-13,중국,중국
포도,2021-01-13,페루,페루
망고,2021-01-13,페루,페루
망고,2021-01-13,태국,태국
밀(씨앗),2021-01-13,호주,호주
양배추,2021-01-13,중국,중국
신선대파,2021-01-13,중국,중국
냉동대파,2021-01-13,중국,중국
냉동부추,2021-01-13,중국,중국
신선브로콜리,2021-01-13,중국,중국
신선브로콜리,2021-01-13,중국,중국
적채,2021-01-13,중국,중국
냉동대파,2021-01-13,중국,중국
망고,2021-01-13,페루,페루
샬롯,2021-01-13,태국,태국
레몬그래스,2021-01-13,태국,태국
아보카도,2021-01-13,멕시코,멕시코
석류,2021-01-13,미국,미국
신선코코넛,2021-01-13,베트남,베트남
망고,2021-01-13,페루,페루
마늘쫑(8KG),2021-01-13,중국,중국
우엉,2021-01-13,중국,중국
깐양대,2021-01-13,중국,중국
깐도라지,2021-01-13,중국,중국
브로콜리,2021-01-13,중국,중국
신선깐도라지,2021-01-13,중국,중국
커피 생두,2021-01-13,브라질,브라질
커피 생두,2021-01-13,브라질,브라질
신선 표고버섯,2021-01-13,중국,중국
신선우엉,2021-01-13,중국,중국
오렌지,2021-01-13,미국,미국
레몬,2021-01-13,미국,미국
건캐슈넛,2021-01-12,베트남,베트남
냉동청양고추,2021-01-12,중국,중국
냉동깔라몬딘 오렌지,2021-01-12,베트남,베트남
신선브로콜리,2021-01-12,중국,중국
밀(씨앗),2021-01-12,호주,호주
아스파라거스 4KG,2021-01-12,페루,페루
아스파라거스,2021-01-12,태국,태국
마늘쫑,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
아스파라거스,2021-01-12,태국,태국
아스파라거스,2021-01-12,페루,페루
아스파라거스,2021-01-12,태국,태국
깐도라지,2021-01-12,중국,중국
체리,2021-01-12,칠레,칠레
석류,2021-01-12,미국,미국
유기농 바나나,2021-01-12,페루,페루
유기농 바나나,2021-01-12,페루,페루
완두콩,2021-01-12,미국,미국
고추냉이,2021-01-12,중국,중국
밤,2021-01-12,중국,중국
커피원두,2021-01-12,멕시코,중국
커피원두,2021-01-12,베트남,베트남
커피원두,2021-01-12,브라질,브라질
"커피원두(씨앗,건조)",2021-01-12,니카라과,니카라과
들깨,2021-01-12,중국,중국
냉동홍고추,2021-01-12,베트남,베트남
냉동홍고추,2021-01-12,중국,중국
알땅콩,2021-01-12,중국,중국
냉동고추,2021-01-12,중국,중국
양파,2021-01-12,일본,일본
완두콩,2021-01-12,캐나다,미국
냉동홍고추,2021-01-12,중국,중국
냉동홍고추,2021-01-12,중국,중국
냉동카사바,2021-01-12,베트남,베트남
필젠 몰트,2021-01-12,독일,독일
뮤닉 몰트 레귤러,2021-01-12,독일,독일
아몬드,2021-01-12,미국,미국
헤즐너트,2021-01-12,터키,터키
커클랜드 시그니춰 스트로베리     (#692290),2021-01-12,미국,미국
냉동 부추,2021-01-12,중국,중국
냉동카사바,2021-01-12,인도네시아,인도네시아
헤이즐넛,2021-01-12,터키,터키
아몬드,2021-01-12,미국,미국
냉동아욱,2021-01-12,중국,중국
백옥,2021-01-12,미국,미국
헤이즐넛,2021-01-12,터키,터키
냉동 단호박,2021-01-12,중국,중국
냉동 시금치,2021-01-12,중국,중국
냉동 양파(2KG),2021-01-12,중국,중국
미니당근,2021-01-12,프랑스,프랑스
냉동대파(1KG),2021-01-12,중국,중국
냉동송이버섯,2021-01-12,중국,중국
냉동타로,2021-01-12,베트남,베트남
캐슈넛,2021-01-12,베트남,베트남
호박씨,2021-01-12,중국,중국
냉동 대파 10KG,2021-01-12,중국,중국
냉동목별,2021-01-12,베트남,베트남
냉동바나나,2021-01-12,베트남,베트남
냉동양파,2021-01-12,중국,중국
냉동 마늘편,2021-01-12,중국,중국
건목이버섯,2021-01-12,중국,중국
월계수잎,2021-01-12,터키,터키
흑후추,2021-01-12,말레이시아,말레이시아
라우엘 리브즈(월계수잎)세미셀렉티드 STD 1,2021-01-12,터키,터키
냉동마늘,2021-01-12,중국,중국
더덕,2021-01-12,중국,중국
냉동잭프루트,2021-01-12,베트남,베트남
건조양파,2021-01-12,중국,중국
호두,2021-01-12,미국,미국
냉동서양고추냉이,2021-01-12,중국,중국
신선우엉,2021-01-12,중국,중국
파인애플,2021-01-12,코스타리카,코스타리카
체리,2021-01-12,칠레,칠레
냉동홍고추,2021-01-12,중국,중국
케냐 커피빈,2021-01-12,케냐,독일
커피 생두,2021-01-12,파나마,파나마
호두,2021-01-12,미국,미국
냉동홍고추,2021-01-12,중국,중국
아몬드,2021-01-12,미국,미국
호두(10KG),2021-01-12,미국,미국
커피원두,2021-01-12,베트남,베트남
커피생두,2021-01-12,에티오피아,에티오피아
바나나,2021-01-12,필리핀,필리핀
흑후추,2021-01-12,인도네시아,인도네시아
팥,2021-01-12,캐나다,캐나다
황기,2021-01-12,중국,중국
천궁,2021-01-12,중국,중국
페루 커피 생두,2021-01-12,페루,페루
냉동고추,2021-01-12,중국,중국
소맥,2021-01-12,호주,호주
바실,2021-01-12,태국,태국
페루커피원두,2021-01-12,페루,페루
냉동홍고추,2021-01-12,중국,중국
건조 무,2021-01-12,중국,중국
케냐커피원두,2021-01-12,케냐,케냐
깐더덕,2021-01-12,중국,중국
더덕,2021-01-12,중국,중국
깐더덕,2021-01-12,중국,중국
신선마늘쫑,2021-01-12,중국,중국
깐우엉,2021-01-12,중국,중국
우엉,2021-01-12,중국,중국
신선 표고버섯,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
"바나나(13KG,2020.12.28)",2021-01-12,필리핀,필리핀
"바나나(13KG,2020.12.21)",2021-01-12,필리핀,필리핀
커피원두,2021-01-12,에티오피아,지부티
커피생두,2021-01-12,브라질,브라질
깐도라지,2021-01-12,중국,중국
오렌지,2021-01-12,미국,미국
커피원두,2021-01-12,에티오피아,에티오피아
바나나,2021-01-12,멕시코,멕시코
석류 (5kg),2021-01-12,미국,미국
파인애플,2021-01-12,필리핀,필리핀
오렌지,2021-01-12,미국,미국
메로골드,2021-01-12,미국,미국
천궁,2021-01-12,중국,중국
유기농 소맥(밀),2021-01-12,터키,터키
유기농 바나나,2021-01-12,페루,페루
바나나,2021-01-12,코스타리카,코스타리카
아몬드,2021-01-12,미국,미국
백출,2021-01-12,중국,중국
체리,2021-01-12,칠레,칠레
해바라기씨,2021-01-12,미국,미국
바나나,2021-01-12,콜롬비아,콜롬비아
망고,2021-01-12,태국,태국
선선깐양파,2021-01-12,중국,중국
신선마늘쫑,2021-01-12,중국,중국
신선양상추,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
깐우엉,2021-01-12,중국,중국
오렌지,2021-01-12,미국,미국
깐도라지,2021-01-12,중국,중국
마늘쫑,2021-01-12,중국,중국
오렌지,2021-01-12,미국,미국
신선당근,2021-01-12,중국,중국
바나나,2021-01-12,필리핀,필리핀
캐슈,2021-01-12,인도네시아,인도네시아
아보카도,2021-01-12,멕시코,멕시코
바나나,2021-01-12,필리핀,필리핀
석류,2021-01-12,미국,미국
"바나나(13KG,2020.12.21)",2021-01-12,필리핀,필리핀
"파인애플(12KG,2020.12.30)",2021-01-12,필리핀,필리핀
"바나나(13KG,2020.12.21)",2021-01-12,필리핀,필리핀
"바나나(13KG,2020.12.21)",2021-01-12,필리핀,필리핀
"바나나(13KG,2020.12.28)",2021-01-12,필리핀,필리핀
깐도라지 (2KG),2021-01-12,중국,중국
"바나나(13KG,2020.12.28)",2021-01-12,필리핀,필리핀
깐도라지,2021-01-12,중국,중국
해바라기씨,2021-01-12,미국,미국
깐도라지,2021-01-12,중국,중국
오렌지,2021-01-12,미국,미국
커피원두,2021-01-12,브라질,브라질
레몬,2021-01-12,미국,미국
파인애플,2021-01-12,인도네시아,인도네시아
커피 생두,2021-01-12,과테말라,과테말라
마른 줄기상추,2021-01-12,중국,중국
깐더덕,2021-01-12,중국,중국
레몬,2021-01-12,미국,미국
도토리,2021-01-12,중국,중국
건고사리,2021-01-12,중국,중국
건토란줄기,2021-01-12,미얀마,미얀마
망고,2021-01-12,태국,태국
커피원두,2021-01-12,브라질,브라질
신선표고버섯,2021-01-12,중국,중국
망고,2021-01-12,태국,태국
"망고(열매,신선)",2021-01-12,태국,태국
포도,2021-01-12,칠레,칠레
오렌지,2021-01-12,미국,미국
오렌지,2021-01-12,미국,미국
브라질 커피 생두,2021-01-12,브라질,브라질
파인애플,2021-01-12,필리핀,필리핀
블루베리,2021-01-12,칠레,칠레
야자열매,2021-01-12,베트남,베트남
레몬그라스,2021-01-12,베트남,베트남
아보카도,2021-01-12,멕시코,멕시코
캐슈넛,2021-01-12,베트남,베트남
해바라기씨,2021-01-12,불가리아,불가리아
오렌지,2021-01-12,미국,미국
커피생두,2021-01-12,콜롬비아,콜롬비아
깐우엉,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
브로콜리,2021-01-12,중국,중국
당근,2021-01-12,중국,중국
타피오카 칩,2021-01-12,베트남,베트남
타피오카 칩,2021-01-12,베트남,베트남
유기농 바나나,2021-01-12,페루,페루
커피생두,2021-01-12,에티오피아,에티오피아
커피생두,2021-01-12,에티오피아,에티오피아
바나나,2021-01-12,베트남,베트남
바나나,2021-01-12,필리핀,필리핀
"파파야(5KG,2020.12.23)",2021-01-12,필리핀,필리핀
두리안,2021-01-12,태국,태국
커피원두,2021-01-12,에티오피아,지부티
아몬드,2021-01-12,미국,미국
옥수수,2021-01-12,미국,미국
후추,2021-01-12,태국,태국
건고추,2021-01-12,중국,중국
도토리,2021-01-12,남아프리카 공화국,남아프리카 공화국
망고,2021-01-12,태국,태국
오렌지,2021-01-12,미국,미국
석류,2021-01-12,미국,미국
파인애플,2021-01-12,필리핀,필리핀
석류,2021-01-12,미국,미국
"바나나(열매,신선)",2021-01-12,필리핀,필리핀
신선브로콜리,2021-01-12,중국,중국
신선브로콜리,2021-01-12,중국,중국
바나나,2021-01-12,과테말라,과테말라
"바나나(열매,신선)",2021-01-12,필리핀,필리핀
커피생두,2021-01-12,브라질,브라질
캐슈너트,2021-01-12,베트남,베트남
오렌지,2021-01-12,미국,미국
양배추,2021-01-12,중국,중국
오렌지,2021-01-12,미국,미국
파인애플,2021-01-12,필리핀,필리핀
바나나,2021-01-12,필리핀,필리핀
메로골드,2021-01-12,미국,미국
바나나,2021-01-12,필리핀,필리핀
메로골드,2021-01-12,미국,미국
강낭콩,2021-01-12,캐나다,캐나다
녹두,2021-01-12,중국,중국
오렌지,2021-01-12,미국,미국
망고,2021-01-12,태국,태국
메로골드,2021-01-12,미국,미국
망고,2021-01-12,태국,태국
망고,2021-01-12,태국,태국
황기/10KG,2021-01-12,중국,중국
바나나,2021-01-12,필리핀,필리핀
커피원두,2021-01-12,브라질,브라질
커피생두,2021-01-12,브라질,브라질
석류,2021-01-12,미국,미국
깐도라지,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
신선당근,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
신선양배추,2021-01-12,중국,중국
신선도라지,2021-01-12,중국,중국
신선더덕,2021-01-12,중국,중국
신선표고버섯,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
우엉,2021-01-12,중국,중국
마늘쫑(8KG),2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
오렌지,2021-01-12,미국,미국
커피원두,2021-01-12,브라질,브라질
파인애플,2021-01-12,필리핀,필리핀
커피 생두,2021-01-12,브라질,브라질
바나나,2021-01-12,필리핀,필리핀
커피 생두,2021-01-12,브라질,브라질
깐도라지,2021-01-12,중국,중국
신선깐도라지,2021-01-12,중국,중국
신선깐도라지,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
신선깐도라지,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
깐도라지,2021-01-12,중국,중국
